title,budget,revenue,genres,top_cast,director,producers,composers,vote_average,release_month,runtime,vote_count
Forever Fever,1070000.0,570000.0,"['Comedy', 'Music', 'Romance', 'Foreign']","['Adrian Pang', 'Medaline Tan', 'Pierre Png']",Glen Goei,"['Glen Goei', 'Jeffrey Chiang', 'Chih Chong Tan']",['Guy Gross'],5.1,5,95.0,4.0
Explorers,25000000.0,9873044.0,"['Adventure', 'Family', 'Fantasy', 'Romance', 'Science Fiction']","['Ethan Hawke', 'River Phoenix', 'Bobby Fite']",Joe Dante,"['Edward S. Feldman', 'David Bombyk']",['Jerry Goldsmith'],6.2,7,109.0,120.0
The Warriors,4000000.0,22490039.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","['Michael Beck', 'James Remar', 'David Patrick Kelly']",Walter Hill,['Lawrence Gordon'],[],7.4,2,93.0,451.0
Waterloo,25000000.0,3052000.0,"['History', 'Action', 'Drama']","['Rod Steiger', 'Christopher Plummer', 'Orson Welles']",Sergey Bondarchuk,['Dino De Laurentiis'],[],7.1,10,128.0,33.0
Woodstock,600000.0,34505110.0,"['History', 'Documentary', 'Music']","['Joe Cocker', 'Richie Havens', 'Joan Baez']",Michael Wadleigh,[],[],7.1,3,225.0,67.0
Pat Garrett & Billy the Kid,4638783.0,11000000.0,['Western'],"['James Coburn', 'Kris Kristofferson', 'Richard Jaeckel']",Sam Peckinpah,['Gordon Carroll'],['Bob Dylan'],7.2,5,106.0,67.0
The Ballad of Cable Hogue,3716946.0,5000000.0,"['Action', 'Comedy', 'Western']","['Jason Robards', 'Stella Stevens', 'David Warner']",Sam Peckinpah,"['Sam Peckinpah', 'Phil Feldman', 'William D. Faralla', 'Gordon T. Dawson']",['Jerry Goldsmith'],6.9,5,121.0,48.0
The Indian Runner,7000000.0,191125.0,['Drama'],"['David Morse', 'Viggo Mortensen', 'Valeria Golino']",Sean Penn,[],[],6.2,5,127.0,23.0
The Night of the Iguana,3000000.0,12000000.0,"['Drama', 'Romance']","['Richard Burton', 'Ava Gardner', 'Deborah Kerr']",John Huston,['Ray Stark'],[],6.9,8,125.0,36.0
Nightbreed,11000000.0,8862354.0,"['Action', 'Drama', 'Fantasy', 'Horror']","['Craig Sheffer', 'Anne Bobby', 'David Cronenberg']",Clive Barker,['Gabriella Martinelli'],['Danny Elfman'],6.4,2,102.0,106.0
Ken Park,1300000.0,447741.0,['Drama'],"['James Ransone', 'Tiffany Limos', 'Maeve Quinlan']",Larry Clark,"['Jean-Louis Piel', 'Kees Kasander', 'Wang Wei']",[],5.7,8,97.0,136.0
A Bridge Too Far,22000000.0,50750000.0,"['Drama', 'History', 'War']","['Dirk Bogarde', 'James Caan', 'Michael Caine']",Richard Attenborough,"['Joseph E. Levine', 'Michael Stanley-Evans', 'Richard P. Levine']",['John Addison'],7.0,6,175.0,210.0
Broadway Danny Rose,8000000.0,10600497.0,['Comedy'],"['Woody Allen', 'Mia Farrow', 'Nick Apollo Forte']",Woody Allen,['Robert Greenhut'],"['Dick Hyman', 'Nick Apollo Forte']",7.2,1,84.0,104.0
From Beyond,4500000.0,1261000.0,"['Horror', 'Science Fiction', 'Fantasy']","['Jeffrey Combs', 'Barbara Crampton', 'Ken Foree']",Stuart Gordon,['Brian Yuzna'],['Richard Band'],6.5,6,86.0,105.0
Space Truckers,25000000.0,1614266.0,"['Comedy', 'Science Fiction', 'Thriller', 'Adventure']","['Dennis Hopper', 'Stephen Dorff', 'Debi Mazar']",Stuart Gordon,"['Stuart Gordon', 'Peter Newman', 'Ted Mann', 'Mary Breen-Farrelly', 'Greg Johnson']",['Colin Towns'],5.6,3,95.0,38.0
Not of This Earth,210000.0,107352.0,"['Horror', 'Science Fiction']","['Traci Lords', 'Arthur Roberts', 'Lenny Juliano']",Jim Wynorski,"['Jim Wynorski', 'Murray Miller']",['Chuck Cirino'],4.5,5,81.0,14.0
Death Race 2000,300000.0,8000000.0,"['Action', 'Comedy', 'Science Fiction']","['David Carradine', 'Simone Griffeth', 'Sylvester Stallone']",Paul Bartel,['Jim Weatherill'],['Paul Chihara'],6.0,4,80.0,125.0
The Getaway,3352254.0,58831997.0,"['Action', 'Crime', 'Thriller']","['Steve McQueen', 'Ali MacGraw', 'Ben Johnson']",Sam Peckinpah,['David Foster'],['Quincy Jones'],7.0,12,118.0,120.0
Mean Streets,500000.0,3000000.0,"['Drama', 'Crime']","['Harvey Keitel', 'Robert De Niro', 'David Proval']",Martin Scorsese,"['Martin Scorsese', 'Jonathan T. Taplin']",['Eric Clapton'],7.2,10,110.0,359.0
Harper,3500000.0,12000000.0,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']","['Paul Newman', 'Lauren Bacall', 'Julie Harris']",Jack Smight,"['Elliott Kastner', 'Jerry Gershwin']",[],6.3,2,121.0,37.0
Dahmer,250000.0,144008.0,"['Drama', 'Horror']","['Jeremy Renner', 'Bruce Davison', 'Artel Great']",David Jacobson,['Larry Rattner'],[],5.2,6,101.0,56.0
Paradise,34000000.0,18634643.0,"['Drama', 'Family', 'Romance']","['Melanie Griffith', 'Elijah Wood', 'Thora Birch']",Mary Agnes Donoghue,[],[],5.6,9,111.0,13.0
Bad Day at Black Rock,1271000.0,3788000.0,"['Crime', 'Drama', 'Western']","['Spencer Tracy', 'Robert Ryan', 'Anne Francis']",John Sturges,['Dore Schary'],['André Previn'],7.0,1,81.0,88.0
Charly,950000.0,814666.0,"['Drama', 'Romance', 'Science Fiction']","['Cliff Robertson', 'Claire Bloom', 'Lilia Skala']",Ralph Nelson,['Ralph Nelson'],[],6.6,9,103.0,28.0
Beyond the Valley of the Dolls,2090000.0,40000000.0,"['Comedy', 'Drama', 'Thriller']","['Dolly Read', 'Cynthia Myers', 'Marcia McBroom']",Russ Meyer,['Russ Meyer'],['Stu Phillips'],6.6,7,109.0,53.0
At Play in the Fields of the Lord,36000000.0,1345903.0,"['Drama', 'Romance']","['Tom Berenger', 'John Lithgow', 'Daryl Hannah']",Hector Babenco,['Saul Zaentz'],['Zbigniew Preisner'],5.8,12,189.0,11.0
Night of the Living Dead,4200000.0,5835247.0,['Horror'],"['Patricia Tallman', 'Tony Todd', 'Tom Towles']",Tom Savini,"['John A. Russo', 'Russell Streiner']",['Paul McCollough'],6.7,10,88.0,198.0
Queen Christina,1114000.0,2610000.0,"['Drama', 'History', 'Romance']","['Greta Garbo', 'John Gilbert', 'Ian Keith']",Rouben Mamoulian,['Walter Wanger'],[],6.8,12,99.0,24.0
Purple Rain,7200000.0,68392977.0,"['Drama', 'Music', 'Romance']","['Prince', 'Apollonia Kotero', 'Morris Day']",Albert Magnoli,"['Robert Cavallo', 'Steven Fargnoli', 'Joseph Ruffalo']",['Michel Colombier'],6.6,7,111.0,91.0
The Cowboys,6000000.0,7500000.0,"['Action', 'Adventure', 'Drama', 'Western']","['John Wayne', 'Roscoe Lee Browne', 'Bruce Dern']",Mark Rydell,['Mark Rydell'],['John Williams'],7.0,1,131.0,60.0
The Caine Mutiny,2000000.0,21750000.0,"['Drama', 'War']","['Humphrey Bogart', 'Van Johnson', 'Fred MacMurray']",Edward Dmytryk,['Stanley Kramer'],['Max Steiner'],7.2,6,124.0,78.0
Escape from Alcatraz,8000000.0,43000000.0,"['Crime', 'Drama']","['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom']",Don Siegel,['Don Siegel'],[],7.3,6,111.0,581.0
Shrek 2,150000000.0,919838758.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",Conrad Vernon,"['Aron Warner', 'John H. Williams', 'David Lipman']",['Harry Gregson-Williams'],6.7,5,93.0,3082.0
The Day After Tomorrow,125000000.0,544272402.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']",Roland Emmerich,"['Roland Emmerich', 'Mark Gordon']","['Harald Kloser', 'Thomas Wanker']",6.2,5,124.0,2462.0
Raising Helen,50000000.0,49718611.0,"['Drama', 'Comedy', 'Romance']","['Kate Hudson', 'John Corbett', 'Joan Cusack']",Garry Marshall,"['Ashok Amritraj', 'David Hoberman']",[],5.9,5,119.0,195.0
Soul Plane,16000000.0,14822346.0,"['Romance', 'Comedy']","['Tom Arnold', 'Kevin Hart', 'Method Man']",Jessy Terrero,"['Jessy Terrero', 'David Rubin']","['RZA', 'Christopher Lennertz']",4.7,5,86.0,109.0
The Mother,2500000.0,1062253.0,"['Drama', 'Romance']","['Anne Reid', 'Daniel Craig', 'Peter Vaughan']",Roger Michell,[],[],6.3,1,112.0,18.0
Harry Potter and the Prisoner of Azkaban,130000000.0,789804554.0,"['Adventure', 'Fantasy', 'Family']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Alfonso Cuarón,"['Lorne Orleans', 'David Heyman', 'Mark Radcliffe']",['John Williams'],7.7,5,141.0,6037.0
Mindhunters,27000000.0,21148829.0,"['Mystery', 'Thriller', 'Crime']","['LL Cool J', 'Jonny Lee Miller', 'Kathryn Morris']",Renny Harlin,"['Akiva Goldsman', 'Cary Brokaw', 'Jeffrey Silver', 'Robert F. Newmyer', 'Rebecca Spikings']",['Tuomas Kantelinen'],6.3,5,106.0,339.0
The Chronicles of Riddick,105000000.0,115772733.0,"['Action', 'Science Fiction']","['Vin Diesel', 'Thandie Newton', 'Karl Urban']",David Twohy,"['Scott Kroopf', 'Vin Diesel']",[],6.3,6,119.0,1593.0
Garfield,50000000.0,200804534.0,"['Animation', 'Comedy', 'Family']","['Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt']",Peter Hewitt,['John Davis'],"['Tim Boland', 'Christophe Beck']",5.2,6,80.0,851.0
The Stepford Wives,90000000.0,102000000.0,"['Action', 'Comedy', 'Science Fiction']","['Nicole Kidman', 'Matthew Broderick', 'Bette Midler']",Frank Oz,"['Scott Rudin', 'Edgar J. Scherick', 'Donald De Line', 'Gabriel Grunfeld', 'Leslie J. Converse']",['David Arnold'],5.4,6,93.0,339.0
Napoleon Dynamite,400000.0,46118097.0,['Comedy'],"['Jon Heder', 'Aaron Ruell', 'Jon Gries']",Jared Hess,"['Sean Covel', 'Jeremy Coon', 'Chris Wyatt']",[],6.7,6,95.0,567.0
City of Joy,27000000.0,14683921.0,['Drama'],"['Patrick Swayze', 'Om Puri', 'Pauline Collins']",Roland Joffé,[],[],6.3,4,132.0,30.0
The Doctor,12000000.0,38120905.0,['Drama'],"['William Hurt', 'Christine Lahti', 'Elizabeth Perkins']",Randa Haines,['Laura Ziskin'],['Michael Convertino'],6.6,7,122.0,24.0
For Me and My Gal,802000.0,4371000.0,"['Drama', 'Music', 'Romance']","['Judy Garland', 'Gene Kelly', 'George Murphy']",Busby Berkeley,['Arthur Freed'],[],6.2,10,104.0,12.0
Star!,14320000.0,14000000.0,"['Drama', 'Music', 'Romance']","['Julie Andrews', 'Richard Crenna', 'Michael Craig']",Robert Wise,['Saul Chaplin'],['Lennie Hayton'],6.0,7,176.0,7.0
The Molly Maguires,11000000.0,2200000.0,"['Drama', 'History']","['Sean Connery', 'Samantha Eggar', 'Richard Harris']",Martin Ritt,"['Walter Bernstein', 'Martin Ritt']",['Henry Mancini'],5.9,1,124.0,16.0
Meet the Applegates,5000000.0,485772.0,"['Comedy', 'Science Fiction']","['Ed Begley Jr.', 'Stockard Channing', 'Dabney Coleman']",Michael Lehmann,[],[],5.0,2,90.0,6.0
Sands of Iwo Jima,1000000.0,7800000.0,"['Action', 'Drama', 'History', 'War']","['John Wayne', 'John Agar', 'Adele Mara']",Allan Dwan,[],[],6.2,12,100.0,33.0
Super Size Me,65000.0,28575078.0,"['Documentary', 'Comedy', 'Drama']","['Morgan Spurlock', 'Daryl Isaacs', 'Lisa Ganjhu']",Morgan Spurlock,['Morgan Spurlock'],[],6.6,1,100.0,520.0
The Born Losers,360000.0,36000000.0,"['Action', 'Drama']","['Tom Laughlin', 'Elizabeth James', 'Jeremy Slate']",Tom Laughlin,[],[],5.3,8,113.0,13.0
The Hitcher,6000000.0,5844868.0,"['Action', 'Horror', 'Thriller']","['C. Thomas Howell', 'Rutger Hauer', 'Jennifer Jason Leigh']",Robert Harmon,"['David Bombyk', 'Kip Ohman']",['Mark Isham'],6.9,2,97.0,192.0
Show Boat,2300000.0,11000000.0,"['Music', 'Romance']","['Howard Keel', 'Kathryn Grayson', 'Ava Gardner']",George Sidney,['Arthur Freed'],[],6.9,7,107.0,18.0
Around the World in 80 Days,110000000.0,72178895.0,"['Action', 'Adventure', 'Comedy']","['Jackie Chan', 'Steve Coogan', 'Cécile de France']",Frank Coraci,"['Hal Lieberman', 'Bill Badalato']","['Trevor Jones', 'David A. Stewart']",5.7,6,120.0,687.0
DodgeBall: A True Underdog Story,20000000.0,167722310.0,['Comedy'],"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller']",Rawson Marshall Thurber,"['Ben Stiller', 'Stuart Cornfeld']",['Theodore Shapiro'],6.2,6,92.0,1009.0
The Terminal,60000000.0,219417255.0,"['Comedy', 'Drama']","['Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci']",Steven Spielberg,"['Steven Spielberg', 'Walter F. Parkes', 'Laurie MacDonald']",['John Williams'],7.1,6,128.0,1974.0
White Chicks,37000000.0,113086475.0,['Comedy'],"['Shawn Wayans', 'Marlon Wayans', 'Jaime King']",Keenen Ivory Wayans,"['Marlon Wayans', 'Keenen Ivory Wayans', 'Shawn Wayans', 'Rick Alvarez', 'Lee R. Mayes']",[],6.3,6,109.0,704.0
The Notebook,29000000.0,115603229.0,"['Romance', 'Drama']","['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands']",Nick Cassavetes,"['Lynn Harris', 'Mark Johnson']",['Aaron Zigman'],7.7,6,123.0,3163.0
Two Brothers,74500000.0,62172050.0,"['Adventure', 'Drama', 'Family']","['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen']",Jean-Jacques Annaud,"['Jean-Jacques Annaud', 'Jake Eberts']",['Stephen Warbeck'],6.9,4,109.0,185.0
Bob & Carol & Ted & Alice,2000000.0,30000000.0,"['Comedy', 'Drama']","['Natalie Wood', 'Robert Culp', 'Elliott Gould']",Paul Mazursky,['Larry Tucker'],['Quincy Jones'],6.2,9,101.0,20.0
Rapa Nui,20000000.0,305070.0,['Adventure'],"['Jason Scott Lee', 'Esai Morales', 'Sandrine Holt']",Kevin Reynolds,"['Kevin Costner', 'Jim Wilson']",['Stewart Copeland'],6.2,9,107.0,33.0
Juice,5000000.0,20146880.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Omar Epps', 'Tupac Amaru Shakur', 'Khalil Kain']",Ernest R. Dickerson,[],[],7.0,1,96.0,103.0
Taxi 3,14500000.0,65497208.0,"['Action', 'Comedy']","['Samy Naceri', 'Frédéric Diefenthal', 'Marion Cotillard']",Gérard Krawczyk,"['Luc Besson', 'Laurent Pétin', 'Michèle Pétin']",[],5.5,1,82.0,367.0
Overboard,1880006.0,26713187.0,"['Comedy', 'Romance']","['Goldie Hawn', 'Kurt Russell', 'Edward Herrmann']",Garry Marshall,"['Anthea Sylbert', 'Alexandra Rose']",['Alan Silvestri'],6.7,12,106.0,240.0
Fahrenheit 9/11,6000000.0,119114517.0,[],"['Robert De Niro', 'Michael Moore', 'George W. Bush']",Michael Moore,"['Michael Moore', 'Jim Czarnecki', 'Kathleen Glynn']",[],6.9,6,122.0,403.0
Search and Destroy,4000000.0,389503.0,"['Action', 'Comedy', 'Drama', 'Thriller']","['John Turturro', 'Christopher Walken', 'Ethan Hawke']",David Salle,"['Ruth Charny', 'Elie Cohn', 'Dan Lupovitz']",['Elmer Bernstein'],6.1,1,90.0,4.0
Hard Times,2700000.0,5000000.0,['Drama'],"['Charles Bronson', 'James Coburn', 'Jill Ireland']",Walter Hill,['Lawrence Gordon'],['Barry De Vorzon'],6.7,9,93.0,56.0
The Last Starfighter,15000000.0,28733290.0,"['Adventure', 'Science Fiction', 'Action']","['Lance Guest', 'Catherine Mary Stewart', 'Suzanne Snyder']",Nick Castle,"['Gary Adelson', 'Edward O. Denault']",['Craig Safan'],6.5,7,101.0,225.0
Spider-Man 2,200000000.0,783766341.0,"['Action', 'Adventure', 'Fantasy']","['Tobey Maguire', 'Kirsten Dunst', 'James Franco']",Sam Raimi,"['Laura Ziskin', 'Avi Arad', 'Lorne Orleans']",['Danny Elfman'],6.7,6,127.0,4432.0
Before Sunset,2700000.0,15992615.0,"['Drama', 'Romance']","['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']",Richard Linklater,"['Richard Linklater', 'Anne Walker-McBay']",[],7.6,2,80.0,734.0
King Arthur,120000000.0,203567857.0,"['Adventure', 'War', 'History']","['Clive Owen', 'Ioan Gruffudd', 'Keira Knightley']",Antoine Fuqua,['Jerry Bruckheimer'],['Hans Zimmer'],6.1,7,126.0,827.0
Anchorman: The Legend of Ron Burgundy,26000000.0,90574188.0,['Comedy'],"['Will Ferrell', 'Christina Applegate', 'Paul Rudd']",Adam McKay,['Judd Apatow'],[],6.7,7,94.0,1523.0
A Cinderella Story,19000000.0,70067909.0,['Comedy'],"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray']",Mark Rosman,"['Hunt Lowry', 'Dylan Sellers', 'Clifford Werber', 'Ilyssa Goodman']",['Christophe Beck'],6.1,7,95.0,737.0
"I, Robot",120000000.0,347234916.0,"['Action', 'Science Fiction']","['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",Alex Proyas,"['John Davis', 'Wyck Godfrey', 'Laurence Mark', 'Topher Dow', 'Michael Lee Baron']",['Marco Beltrami'],6.7,7,115.0,3889.0
How the West Was Won,15000000.0,50000000.0,"['History', 'Western', 'Adventure']","['Carroll Baker', 'Lee J. Cobb', 'Henry Fonda']",Richard Thorpe,['Bernard Smith'],['Alfred Newman'],6.6,11,162.0,83.0
The Bourne Supremacy,75000000.0,288500217.0,"['Action', 'Drama', 'Thriller']","['Matt Damon', 'Franka Potente', 'Brian Cox']",Paul Greengrass,"['Frank Marshall', 'Patrick Crowley', 'Paul Sandberg']",['John Powell'],7.2,7,108.0,2873.0
Catwoman,100000000.0,82102379.0,"['Action', 'Crime']","['Halle Berry', 'Benjamin Bratt', 'Sharon Stone']",Pitof,"['Denise Di Novi', 'Edward McDonnell']",['Klaus Badelt'],4.2,7,104.0,833.0
A Home at the End of the World,6500000.0,1548955.0,"['Romance', 'Drama']","['Colin Farrell', 'Dallas Roberts', 'Robin Wright']",Michael Mayer,['Tom Hulce'],[],6.8,7,96.0,45.0
Stay Hungry,5000000.0,24854765.0,"['Comedy', 'Drama']","['Jeff Bridges', 'Sally Field', 'Arnold Schwarzenegger']",Bob Rafelson,"['Harold Schneider', 'Bob Rafelson']","['Byron Berline', 'Bruce Langhorne']",5.8,4,102.0,15.0
Shalako,1455000.0,2620000.0,['Western'],"['Sean Connery', 'Brigitte Bardot', 'Jack Hawkins']",Edward Dmytryk,"['Artur Brauner', 'Euan Lloyd', 'Hal Mason']",['Robert Farnon'],5.4,11,113.0,12.0
The New Adventures of Pippi Longstocking,5000000.0,3569939.0,"['Fantasy', 'Adventure', 'Family']","['Tami Erin', 'David Seaman', 'Cory Crow']",Ken Annakin,"['Ken Annakin', 'Gary Mehlman', 'Walter Moshay']",['Misha Segal'],5.8,7,100.0,18.0
The Super,22000000.0,11000863.0,['Comedy'],"['Joe Pesci', 'Vincent Gardenia', 'Madolyn Smith Osborne']",Rod Daniel,['Charles Gordon'],[],5.5,10,84.0,21.0
A Woman Is a Woman,160000.0,100655.0,"['Comedy', 'Drama', 'Romance']","['Jean-Claude Brialy', 'Anna Karina', 'Jean-Paul Belmondo']",Jean-Luc Godard,"['Carlo Ponti', 'Georges de Beauregard']",[],7.5,9,84.0,63.0
The Manchurian Candidate,80000000.0,96105964.0,"['Drama', 'Thriller', 'Mystery']","['Denzel Washington', 'Meryl Streep', 'Liev Schreiber']",Jonathan Demme,"['Scott Rudin', 'Jonathan Demme', 'Ilona Herzberg', 'Tina Sinatra']",['Rachel Portman'],6.2,7,129.0,401.0
Thunderbirds,57000000.0,28283637.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['Brady Corbet', 'Soren Fulton', 'Debora Weston']",Jonathan Frakes,"['Tim Bevan', 'Eric Fellner', 'Mark Huffam', 'Jo Burn', 'Chris Clark']","['Hans Zimmer', 'Ramin Djawadi']",4.2,7,95.0,92.0
The Village,60000000.0,256697520.0,"['Drama', 'Mystery', 'Thriller']","['Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody']",M. Night Shyamalan,"['Sam Mercer', 'Scott Rudin', 'M. Night Shyamalan']",['James Newton Howard'],6.2,7,108.0,1101.0
Garden State,2500000.0,26781723.0,"['Comedy', 'Drama', 'Romance']","['Zach Braff', 'Natalie Portman', 'Ian Holm']",Zach Braff,"['Gary Gilbert', 'Pamela Abdy', 'William H. Brown', 'Dan Halsted', 'Richard Klubeck']","['Chad Fischer', 'Alexi Murdoch']",7.1,7,102.0,631.0
Collateral,65000000.0,217764291.0,"['Drama', 'Crime', 'Thriller']","['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']",Michael Mann,"['Michael Mann', 'Julie Richardson']",['James Newton Howard'],7.0,8,120.0,1476.0
Little Black Book,35000000.0,22034832.0,"['Comedy', 'Romance', 'Drama']","['Brittany Murphy', 'Holly Hunter', 'Kathy Bates']",Nick Hurran,"['Elaine Goldsmith-Thomas', 'William Sherak', 'Jason Shuman', 'Deborah Schindler']",[],5.2,8,111.0,114.0
Harold & Kumar Go to White Castle,9000000.0,23936908.0,"['Comedy', 'Adventure']","['John Cho', 'Kal Penn', 'Paula Garcés']",Danny Leiner,"['Greg Shapiro', 'Nathan Kahane']",['David Kitay'],6.6,5,88.0,709.0
The Princess Diaries 2: Royal Engagement,40000000.0,95149435.0,"['Comedy', 'Drama', 'Family', 'Romance']","['Anne Hathaway', 'Julie Andrews', 'Héctor Elizondo']",Garry Marshall,"['Whitney Houston', 'Mario Iscovich', 'Debra Martin Chase']",['John Debney'],6.0,8,113.0,726.0
AVP: Alien vs. Predator,70000000.0,171183863.0,"['Adventure', 'Science Fiction', 'Action']","['Sanaa Lathan', 'Raoul Bova', 'Ewen Bremner']",Paul W.S. Anderson,"['David Giler', 'Walter Hill', 'John Davis', 'Gordon Carroll']",['Harald Kloser'],5.6,8,101.0,1241.0
Yu-Gi-Oh! The Movie,20000000.0,29170410.0,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy', 'Thriller', 'Science Fiction', 'Family']",[],Hatsuki Tsuji,"['Michael Pecerlello', 'Norman J. Grossfeld']","['Elik Alvarez', 'Joel Douek', 'Freddy Sheinfeld']",5.4,8,90.0,71.0
We Don't Live Here Anymore,3000000.0,2037545.0,"['Drama', 'Romance']","['Mark Ruffalo', 'Laura Dern', 'Peter Krause']",John Curran,[],[],5.8,1,101.0,29.0
Without a Paddle,19000000.0,69631118.0,"['Action', 'Adventure', 'Comedy', 'Thriller']","['Seth Green', 'Matthew Lillard', 'Dax Shepard']",Steven Brill,['Donald De Line'],['Christophe Beck'],5.3,8,95.0,217.0
Exorcist: The Beginning,80000000.0,78000586.0,"['Horror', 'Mystery', 'Thriller']","['Stellan Skarsgård', 'Izabella Scorupco', ""James D'Arcy""]",Renny Harlin,['James G. Robinson'],['Trevor Rabin'],4.7,8,114.0,189.0
Anacondas: The Hunt for the Blood Orchid,20000000.0,70992898.0,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']","['Johnny Messner', 'KaDee Strickland', 'Matthew Marsden']",Dwight H. Little,['Verna Harrah'],['Nerida Tyson-Chew'],4.9,8,97.0,200.0
Suspect Zero,27000000.0,13000000.0,"['Crime', 'Thriller']","['Carrie-Anne Moss', 'Aaron Eckhart', 'Ben Kingsley']",E. Elias Merhige,"['Paula Wagner', 'Gaye Hirsch']",[],5.5,8,99.0,99.0
Vanity Fair,23000000.0,16123851.0,"['Drama', 'Romance']","['Reese Witherspoon', 'James Purefoy', 'Jonathan Rhys Meyers']",Mira Nair,"['Donna Gigliotti', 'Janette Day', 'Lydia Dean Pilcher']",['Mychael Danna'],5.5,9,141.0,75.0
Paparazzi,20000000.0,16605763.0,"['Action', 'Drama', 'Thriller']","['Cole Hauser', 'Robin Tunney', 'Dennis Farina']",Paul Abascal,"['Mel Gibson', 'Bruce Davey', 'Stephen McEveety']",['Brian Tyler'],5.8,9,84.0,52.0
Wicker Park,30000000.0,13001257.0,"['Drama', 'Mystery', 'Romance', 'Thriller']","['Josh Hartnett', 'Rose Byrne', 'Matthew Lillard']",Paul McGuigan,"['Tom Rosenberg', 'Gary Lucchesi', 'Marcus Viscidi', 'Andre Lamal']",['Cliff Martinez'],6.7,9,114.0,159.0
Night of the Demons,1200000.0,3109904.0,['Horror'],"['Cathy Podewell', 'Alvin Alexis', 'Amelia Kinkade']",Kevin Tenney,['Joe Augustyn'],['Dennis Michael Tenney'],6.1,10,90.0,71.0
Cellular,25000000.0,56422687.0,"['Action', 'Adventure', 'Crime', 'Thriller']","['Chris Evans', 'Kim Basinger', 'Jason Statham']",David R. Ellis,"['Dean Devlin', 'Lauren Lloyd']",['John Ottman'],6.1,9,94.0,548.0
Resident Evil: Apocalypse,45000000.0,129394835.0,"['Horror', 'Action', 'Science Fiction']","['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr']",Alexander Witt,"['Paul W.S. Anderson', 'Jeremy Bolt', 'Don Carmody']",['Jeff Danna'],6.1,9,94.0,1286.0
Mr. 3000,30000000.0,21800302.0,"['Comedy', 'Drama']","['Bernie Mac', 'Angela Bassett', 'Michael Rispoli']",Charles Stone III,"['Roger Birnbaum', 'Gary Barber', 'Maggie Wilde']",['John Powell'],5.0,6,104.0,66.0
Sky Captain and the World of Tomorrow,70000000.0,57958696.0,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']","['Jude Law', 'Gwyneth Paltrow', 'Giovanni Ribisi']",Kerry Conran,"['Jude Law', 'Jon Avnet', 'Sadie Frost', 'Marsha Oglesby']",['Ed Shearmur'],5.7,9,107.0,445.0
Wimbledon,31000000.0,41512007.0,"['Comedy', 'Romance']","['Kirsten Dunst', 'Paul Bettany', 'Sam Neill']",Richard Loncraine,"['Tim Bevan', 'Eric Fellner', 'Liza Chasin', 'Mary Richards']",['Ed Shearmur'],6.0,9,98.0,303.0
The Forgotten,42000000.0,117575636.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","['Julianne Moore', 'Anthony Edwards', 'Jessica Hecht']",Joseph Ruben,"['Bruce Cohen', 'Dan Jinks', 'Joe Roth']",['James Horner'],5.5,9,91.0,359.0
A Dirty Shame,15000000.0,1914166.0,['Comedy'],"['Tracey Ullman', 'Johnny Knoxville', 'Selma Blair']",John Waters,[],[],5.4,9,89.0,65.0
Shaun of the Dead,4000000.0,30039392.0,"['Horror', 'Comedy']","['Simon Pegg', 'Nick Frost', 'Kate Ashfield']",Edgar Wright,['Nira Park'],"['Dan Mudford', 'Pete Woodhead']",7.5,4,99.0,2479.0
Alexander's Ragtime Band,2000000.0,4000000.0,"['Drama', 'Music', 'Romance']","['Tyrone Power', 'Alice Faye', 'Don Ameche']",Henry King,[],[],4.8,5,106.0,6.0
Orca: The Killer Whale,6000000.0,14717854.0,"['Drama', 'Adventure', 'Horror']","['Richard Harris', 'Charlotte Rampling', 'Will Sampson']",Michael Anderson,['Luciano Vincenzoni'],['Ennio Morricone'],5.5,7,92.0,69.0
